Seq	Voltage	Current	Wire_Feed_Speed
1	5D80	1B80	2886
2	4500	1500	2886
3	3AC0	1EC0	2886
4	3800	20C0	2886
5	3740	2200	2886
6	36C0	22C0	2886
7	3700	22C0	2886
8	36C0	2380	2886
9	3700	2380	2886
10	36C0	2300	2886
11	36C0	2280	2886
12	36C0	2280	2886
13	3700	2340	2886
14	3700	2380	2886
15	3700	2340	2886
16	3700	2340	2886
17	36C0	2300	2886
18	3700	2300	2886
19	3700	22C0	2886
20	3700	2340	2886
21	3700	22C0	2886
22	36C0	2300	2886
