Seq	Voltage	Current	Wire_Feed_Speed
1	5EC0	1B40	2886
2	44C0	1400	2886
3	3A80	1DC0	2886
4	3800	21C0	2886
5	3700	2280	2886
6	36C0	2300	2886
7	3700	2300	2886
8	36C0	2300	2886
9	36C0	2340	2886
10	36C0	2300	2886
11	36C0	22C0	2886
12	36C0	2300	2886
13	3700	2340	2886
14	3700	2340	2886
15	3700	2380	2886
16	36C0	2380	2886
17	36C0	2380	2886
18	3700	2300	2886
19	36C0	2340	2886
20	36C0	2380	2886
21	3700	2380	2886
22	36C0	2300	2886
23	0000	0000	2886
