Seq	Voltage	Current	Wire_Feed_Speed
1	5E00	1D40	2886
2	4440	1780	2886
3	3A80	1E00	2886
4	3800	21C0	2886
5	3740	2240	2886
6	3700	22C0	2886
7	3700	2340	2886
8	36C0	2340	2886
9	36C0	2380	2886
10	3700	2340	2886
11	3700	2340	2886
12	36C0	23C0	2886
13	3700	2340	2886
14	36C0	2340	2886
15	3700	2380	2886
16	3700	2340	2886
17	3700	2340	2886
18	36C0	2300	2886
19	3700	2300	2886
20	3700	2300	2886
21	3700	2240	2886
22	36C0	2240	2886
