Seq	Voltage	Current	Wire_Feed_Speed
1	5900	1CC0	2886
2	4280	16C0	2886
3	3A40	1EC0	2886
4	3780	20C0	2886
5	3700	2280	2886
6	3700	22C0	2886
7	36C0	22C0	2886
8	3700	2300	2886
9	3700	2300	2886
10	3700	2340	2886
11	36C0	2240	2886
12	3700	2300	2886
13	36C0	23C0	2886
14	36C0	2400	2886
15	3700	2380	2886
16	36C0	2300	2886
17	3700	22C0	2886
18	3700	2240	2886
19	36C0	2280	2886
20	36C0	2340	2886
21	36C0	2340	2886
22	36C0	22C0	2886
