Seq	Voltage	Current	Wire_Feed_Speed
1	5900	1C80	2886
2	4100	1600	2886
3	39C0	1E00	2886
4	37C0	2140	2886
5	3740	2240	2886
6	3700	2240	2886
7	3700	2240	2886
8	36C0	2240	2886
9	3700	2280	2886
10	3700	2300	2886
11	36C0	22C0	2886
12	36C0	22C0	2886
13	3700	2300	2886
14	36C0	2340	2886
15	36C0	2340	2886
16	3700	2380	2886
17	36C0	2380	2886
18	3700	2340	2886
19	36C0	2300	2886
20	3700	2380	2886
21	3700	2300	2886
22	3700	2280	2886
