Seq	Voltage	Current	Wire_Feed_Speed
1	5A80	1C40	2886
2	4380	1600	2886
3	3AC0	1EC0	2886
4	3800	1F00	2886
5	3740	2140	2886
6	3700	2300	2886
7	3700	2380	2886
8	3700	2340	2886
9	3700	2340	2886
10	3700	2300	2886
11	3700	22C0	2886
12	36C0	2300	2886
13	3700	22C0	2886
14	3700	22C0	2886
15	36C0	2280	2886
16	3700	22C0	2886
17	3700	22C0	2886
18	3700	22C0	2886
19	3700	22C0	2886
20	36C0	2300	2886
21	3700	22C0	2886
22	36C0	2240	2886
