Seq	Voltage	Current	Wire_Feed_Speed
1	5F40	1B00	2886
2	4600	12C0	2886
3	3AC0	1D40	2886
4	3800	2200	2886
5	3740	22C0	2886
6	3700	22C0	2886
7	3700	2300	2886
8	3700	2340	2886
9	3700	2300	2886
10	3700	2300	2886
11	36C0	2280	2886
12	3700	22C0	2886
13	3700	2280	2886
14	36C0	2300	2886
15	3700	2340	2886
16	3700	2300	2886
17	3700	2340	2886
18	36C0	2300	2886
19	3740	22C0	2886
20	3700	2240	2886
21	36C0	2240	2886
