Seq	Voltage	Current	Wire_Feed_Speed
1	33.887235828183414	112.30640115968566	3.482536049439231
2	25.19569695582513	87.89196612497139	3.482536049439231
3	22.461280231937135	118.16586556801708	3.482536049439231
4	21.680018310826277	128.9082169832914	3.482536049439231
5	21.484702830548564	134.7676813916228	3.482536049439231
6	21.484702830548564	135.74425879301137	3.482536049439231
7	21.484702830548564	134.7676813916228	3.482536049439231
8	21.387045090409703	135.74425879301137	3.482536049439231
9	21.484702830548564	134.7676813916228	3.482536049439231
10	21.387045090409703	134.7676813916228	3.482536049439231
11	21.387045090409703	134.7676813916228	3.482536049439231
12	21.484702830548564	134.7676813916228	3.482536049439231
13	21.484702830548564	134.7676813916228	3.482536049439231
14	21.484702830548564	134.7676813916228	3.482536049439231
15	21.484702830548564	132.81452658884567	3.482536049439231
16	21.387045090409703	137.69741359578853	3.482536049439231
17	21.387045090409703	138.6739909971771	3.482536049439231
18	21.484702830548564	138.6739909971771	3.482536049439231
19	21.387045090409703	137.69741359578853	3.482536049439231
20	21.387045090409703	135.74425879301137	3.482536049439231
21	21.484702830548564	134.7676813916228	3.482536049439231
22	21.387045090409703	136.72083619439996	3.482536049439231
23	0.0	0.0	3.482536049439231
