Seq	Voltage	Current	Wire_Feed_Speed
1	27.734798199435417	103.51720454718853	3.482536049439231
2	23.047226672770275	99.61089494163424	3.482536049439231
3	21.87533379110399	126.95506218051422	3.482536049439231
4	21.58236057068742	132.81452658884567	3.482536049439231
5	21.387045090409703	136.72083619439996	3.482536049439231
6	21.387045090409703	138.6739909971771	3.482536049439231
7	21.484702830548564	137.69741359578853	3.482536049439231
8	21.387045090409703	137.69741359578853	3.482536049439231
9	21.484702830548564	135.74425879301137	3.482536049439231
10	21.387045090409703	135.74425879301137	3.482536049439231
11	21.484702830548564	136.72083619439996	3.482536049439231
12	21.387045090409703	136.72083619439996	3.482536049439231
13	21.387045090409703	136.72083619439996	3.482536049439231
14	21.484702830548564	138.6739909971771	3.482536049439231
15	21.484702830548564	138.6739909971771	3.482536049439231
16	21.387045090409703	138.6739909971771	3.482536049439231
17	21.484702830548564	138.6739909971771	3.482536049439231
18	21.484702830548564	138.6739909971771	3.482536049439231
19	21.387045090409703	139.65056839856567	3.482536049439231
20	21.387045090409703	139.65056839856567	3.482536049439231
21	21.387045090409703	137.69741359578853	3.482536049439231
