Seq	Voltage	Current	Wire_Feed_Speed
1	37.012283512626844	106.44693675135423	3.482536049439231
2	26.855878538185703	78.12619211108569	3.482536049439231
3	22.85191119249256	116.21271076523995	3.482536049439231
4	21.87533379110399	131.8379491874571	3.482536049439231
5	21.484702830548564	134.7676813916228	3.482536049439231
6	21.387045090409703	136.72083619439996	3.482536049439231
7	21.484702830548564	136.72083619439996	3.482536049439231
8	21.387045090409703	136.72083619439996	3.482536049439231
9	21.387045090409703	137.69741359578853	3.482536049439231
10	21.387045090409703	136.72083619439996	3.482536049439231
11	21.387045090409703	135.74425879301137	3.482536049439231
12	21.387045090409703	136.72083619439996	3.482536049439231
13	21.484702830548564	137.69741359578853	3.482536049439231
14	21.484702830548564	137.69741359578853	3.482536049439231
15	21.484702830548564	138.6739909971771	3.482536049439231
16	21.387045090409703	138.6739909971771	3.482536049439231
17	21.387045090409703	138.6739909971771	3.482536049439231
18	21.484702830548564	136.72083619439996	3.482536049439231
19	21.387045090409703	137.69741359578853	3.482536049439231
20	21.387045090409703	138.6739909971771	3.482536049439231
21	21.484702830548564	138.6739909971771	3.482536049439231
22	21.387045090409703	136.72083619439996	3.482536049439231
23	0.0	0.0	3.482536049439231
