Seq	Voltage	Current	Wire_Feed_Speed
1	34.766155489433125	112.30640115968566	3.482536049439231
2	25.976958876935992	88.86854352635996	3.482536049439231
3	22.754253452353705	120.11902037079423	3.482536049439231
4	21.680018310826277	127.93163958190279	3.482536049439231
5	21.484702830548564	134.7676813916228	3.482536049439231
6	21.484702830548564	135.74425879301137	3.482536049439231
7	21.387045090409703	135.74425879301137	3.482536049439231
8	21.484702830548564	136.72083619439996	3.482536049439231
9	21.484702830548564	136.72083619439996	3.482536049439231
10	21.484702830548564	137.69741359578853	3.482536049439231
11	21.387045090409703	133.79110399023423	3.482536049439231
12	21.484702830548564	136.72083619439996	3.482536049439231
13	21.387045090409703	139.65056839856567	3.482536049439231
14	21.387045090409703	140.62714579995423	3.482536049439231
15	21.484702830548564	138.6739909971771	3.482536049439231
16	21.387045090409703	136.72083619439996	3.482536049439231
17	21.484702830548564	135.74425879301137	3.482536049439231
18	21.484702830548564	133.79110399023423	3.482536049439231
19	21.387045090409703	134.7676813916228	3.482536049439231
20	21.387045090409703	137.69741359578853	3.482536049439231
21	21.387045090409703	137.69741359578853	3.482536049439231
22	21.387045090409703	135.74425879301137	3.482536049439231
