Seq	Voltage	Current	Wire_Feed_Speed
1	0.7812619211108568	114.2595559624628	3.482536049439231
2	17.48073548485542	78.12619211108569	3.482536049439231
3	20.605783169298846	78.12619211108569	3.482536049439231
4	21.19172961013199	121.0955977721828	3.482536049439231
5	21.289387350270847	130.86137178606853	3.482536049439231
6	21.387045090409703	134.7676813916228	3.482536049439231
7	21.387045090409703	138.6739909971771	3.482536049439231
8	21.387045090409703	141.6037232013428	3.482536049439231
9	21.387045090409703	138.6739909971771	3.482536049439231
10	21.387045090409703	138.6739909971771	3.482536049439231
11	21.484702830548564	137.69741359578853	3.482536049439231
12	21.387045090409703	135.74425879301137	3.482536049439231
13	21.484702830548564	134.7676813916228	3.482536049439231
14	21.484702830548564	134.7676813916228	3.482536049439231
15	21.484702830548564	135.74425879301137	3.482536049439231
16	21.387045090409703	136.72083619439996	3.482536049439231
17	21.387045090409703	138.6739909971771	3.482536049439231
18	21.387045090409703	137.69741359578853	3.482536049439231
19	21.387045090409703	138.6739909971771	3.482536049439231
20	21.484702830548564	135.74425879301137	3.482536049439231
21	21.387045090409703	134.7676813916228	3.482536049439231
22	21.484702830548564	135.74425879301137	3.482536049439231
23	21.484702830548564	137.69741359578853	3.482536049439231
24	0.0	0.0	3.482536049439231
