Seq	Voltage	Current	Wire_Feed_Speed
1	512	7488	10374
2	11456	5120	10374
3	13504	5120	10374
4	13888	7936	10374
5	13952	8576	10374
6	14016	8832	10374
7	14016	9088	10374
8	14016	9280	10374
9	14016	9088	10374
10	14016	9088	10374
11	14080	9024	10374
12	14016	8896	10374
13	14080	8832	10374
14	14080	8832	10374
15	14080	8896	10374
16	14016	8960	10374
17	14016	9088	10374
18	14016	9024	10374
19	14016	9088	10374
20	14080	8896	10374
21	14016	8832	10374
22	14080	8896	10374
23	14080	9024	10374
24	0	0	10374
