Seq	Voltage	Current	Wire_Feed_Speed
1	24256	6976	10374
2	17600	5120	10374
3	14976	7616	10374
4	14336	8640	10374
5	14080	8832	10374
6	14016	8960	10374
7	14080	8960	10374
8	14016	8960	10374
9	14016	9024	10374
10	14016	8960	10374
11	14016	8896	10374
12	14016	8960	10374
13	14080	9024	10374
14	14080	9024	10374
15	14080	9088	10374
16	14016	9088	10374
17	14016	9088	10374
18	14080	8960	10374
19	14016	9024	10374
20	14016	9088	10374
21	14080	9088	10374
22	14016	8960	10374
23	0	0	10374
