Seq	Voltage	Current	Wire_Feed_Speed
1	24384	6912	10374
2	17920	4800	10374
3	15040	7488	10374
4	14336	8704	10374
5	14144	8896	10374
6	14080	8896	10374
7	14080	8960	10374
8	14080	9024	10374
9	14080	8960	10374
10	14080	8960	10374
11	14016	8832	10374
12	14080	8896	10374
13	14080	8832	10374
14	14016	8960	10374
15	14080	9024	10374
16	14080	8960	10374
17	14080	9024	10374
18	14016	8960	10374
19	14144	8896	10374
20	14080	8768	10374
21	14016	8768	10374
