Seq	Voltage	Current	Wire_Feed_Speed
1	26752	7680	10374
2	19136	5632	10374
3	15680	7104	10374
4	14528	8256	10374
5	14144	8640	10374
6	14144	8832	10374
7	14016	8896	10374
8	14080	8896	10374
9	14080	8768	10374
10	14080	8768	10374
11	14016	8768	10374
12	14016	8768	10374
13	14016	8896	10374
14	14080	8960	10374
15	14016	9024	10374
16	14016	8960	10374
17	14080	8896	10374
18	14080	9024	10374
19	14080	9024	10374
20	14080	9088	10374
21	14080	9024	10374
