Seq	Voltage	Current	Wire_Feed_Speed
1	23104	7040	10374
2	17152	5120	10374
3	14912	7936	10374
4	14272	8640	10374
5	14080	8832	10374
6	14080	8896	10374
7	14016	8896	10374
8	14016	8960	10374
9	14080	9024	10374
10	14016	8896	10374
11	14016	8960	10374
12	14016	8896	10374
13	14016	8960	10374
14	14080	9024	10374
15	14080	9088	10374
16	14016	9088	10374
17	14080	8960	10374
18	14080	8960	10374
19	14080	8960	10374
20	14080	8832	10374
21	14080	8832	10374
22	14016	8960	10374
